RefSeq mRNA	UniProt Gene Name	Strand	Associated Gene Name
	FAM162A	1	FAM162A
NM_014367	FAM162A	1	FAM162A
	FAM162A	1	FAM162A
	FAM162A	1	FAM162A
NM_001193425	SUV39H2	1	SUV39H2
NM_001193424	SUV39H2	1	SUV39H2
	SUV39H2	1	SUV39H2
NM_001193427	SUV39H2	1	SUV39H2
NM_001193426	SUV39H2	1	SUV39H2
NM_001193424	SUV39H2	1	SUV39H2
NM_024670	SUV39H2	1	SUV39H2
NM_001193425	SUV39H2	1	SUV39H2
NM_001193424	SUV39H2	1	SUV39H2
	SUV39H2	1	SUV39H2
	SUV39H2	1	SUV39H2
	SUV39H2	1	SUV39H2
NM_021970	LAMTOR3	-1	LAMTOR3
	LAMTOR3	-1	LAMTOR3
	LAMTOR3	-1	LAMTOR3
		1	AK3P3
NM_000995	RPL34	1	RPL34
NM_033625	RPL34	1	RPL34
NM_000995	RPL34	1	RPL34
NM_033625	RPL34	1	RPL34
NM_000995	RPL34	1	RPL34
NM_033625	RPL34	1	RPL34
	RPL34	1	RPL34
NM_000995	RPL34	1	RPL34
NM_033625	RPL34	1	RPL34
NM_000995	RPL34	1	RPL34
NM_033625	RPL34	1	RPL34
	RPL34	1	RPL34
NM_174942	GAS2L3	1	GAS2L3
NM_174942	GAS2L3	1	GAS2L3
	GAS2L3	1	GAS2L3
	GAS2L3	1	GAS2L3
	GAS2L3	1	GAS2L3
	GAS2L3	1	GAS2L3
	GAS2L3	1	GAS2L3
	GAS2L3	1	GAS2L3
NM_174942	GAS2L3	1	GAS2L3
NM_024505	NOX5	1	NOX5
NM_001184779	NOX5	1	NOX5
	NOX5	1	NOX5
	NOX5	1	NOX5
	NOX5	1	NOX5
	NOX5	1	NOX5
NM_001184779	NOX5	1	NOX5
NM_001184780	NOX5	1	NOX5
	NOX5	1	NOX5
	CPA5	1	CPA5
	CPA5	1	CPA5
NM_080385	CPA5	1	CPA5
NM_001127441	CPA5	1	CPA5
	CPA5	1	CPA5
	CPA5	1	CPA5
NM_080385	CPA5	1	CPA5
NM_001127441	CPA5	1	CPA5
NM_080385	CPA5	1	CPA5
NM_001127441	CPA5	1	CPA5
NM_001127442	CPA5	1	CPA5
NM_080385	CPA5	1	CPA5
NM_001127441	CPA5	1	CPA5
NM_080385	CPA5	1	CPA5
NM_001127441	CPA5	1	CPA5
	CPA5	1	CPA5
NM_080385	CPA5	1	CPA5
NM_001127441	CPA5	1	CPA5
NM_002725	MST161	1	PRELP
NM_201348	MST161	1	PRELP
NM_002725	PRELP	1	PRELP
NM_201348	PRELP	1	PRELP
NM_001099645	DKFZP586O1224	-1	RPL22L1
	DKFZP586O1224	-1	RPL22L1
	DKFZP586O1224	-1	RPL22L1
	DKFZP586O1224	-1	RPL22L1
	DKFZP586O1224	-1	RPL22L1
	DKFZP586O1224	-1	RPL22L1
NM_001099645	RPL22L1	-1	RPL22L1
	RPL22L1	-1	RPL22L1
	RPL22L1	-1	RPL22L1
	RPL22L1	-1	RPL22L1
	RPL22L1	-1	RPL22L1
	RPL22L1	-1	RPL22L1
NM_014359	OPTC	1	OPTC
	OPTC	1	OPTC
NM_006097	MYL9	1	MYL9
NM_181526	MYL9	1	MYL9
	PP1187	1	EFHD1
NM_025202	PP1187	1	EFHD1
	PP1187	1	EFHD1
	PP1187	1	EFHD1
	PP1187	1	EFHD1
	PP1187	1	EFHD1
	PP1187	1	EFHD1
	FLJ13612	1	EFHD1
NM_025202	FLJ13612	1	EFHD1
	FLJ13612	1	EFHD1
	FLJ13612	1	EFHD1
	FLJ13612	1	EFHD1
	FLJ13612	1	EFHD1
	FLJ13612	1	EFHD1
	EFHD1	1	EFHD1
NM_025202	EFHD1	1	EFHD1
	EFHD1	1	EFHD1
	EFHD1	1	EFHD1
	EFHD1	1	EFHD1
	EFHD1	1	EFHD1
	EFHD1	1	EFHD1
		-1	RP11-706O15.7
	NAT1	1	NAT1
NM_000662	NAT1	1	NAT1
NM_001160172	NAT1	1	NAT1
NM_001160174	NAT1	1	NAT1
NM_001160171	NAT1	1	NAT1
NM_001160173	NAT1	1	NAT1
NM_001160170	NAT1	1	NAT1
NM_001160179	NAT1	1	NAT1
NM_000662	NAT1	1	NAT1
NM_001160172	NAT1	1	NAT1
NM_001160174	NAT1	1	NAT1
NM_001160171	NAT1	1	NAT1
NM_001160173	NAT1	1	NAT1
NM_001160170	NAT1	1	NAT1
NM_001160179	NAT1	1	NAT1
	NAT1	1	NAT1
	NAT1	1	NAT1
	NAT1	1	NAT1
NM_000662	NAT1	1	NAT1
NM_001160172	NAT1	1	NAT1
NM_001160174	NAT1	1	NAT1
NM_001160171	NAT1	1	NAT1
NM_001160173	NAT1	1	NAT1
NM_001160170	NAT1	1	NAT1
NM_001160179	NAT1	1	NAT1
NM_000662	NAT1	1	NAT1
NM_001160172	NAT1	1	NAT1
NM_001160174	NAT1	1	NAT1
NM_001160171	NAT1	1	NAT1
NM_001160173	NAT1	1	NAT1
NM_001160170	NAT1	1	NAT1
NM_001160179	NAT1	1	NAT1
NM_001160176	NAT1	1	NAT1
NM_001160175	NAT1	1	NAT1
NM_000662	NAT1	1	NAT1
NM_001160172	NAT1	1	NAT1
NM_001160174	NAT1	1	NAT1
NM_001160171	NAT1	1	NAT1
NM_001160173	NAT1	1	NAT1
NM_001160170	NAT1	1	NAT1
NM_001160179	NAT1	1	NAT1
NM_000662	NAT1	1	NAT1
NM_001160172	NAT1	1	NAT1
NM_001160174	NAT1	1	NAT1
NM_001160171	NAT1	1	NAT1
NM_001160173	NAT1	1	NAT1
NM_001160170	NAT1	1	NAT1
NM_001160179	NAT1	1	NAT1
NM_000662	NAT1	1	NAT1
NM_001160172	NAT1	1	NAT1
NM_001160174	NAT1	1	NAT1
NM_001160171	NAT1	1	NAT1
NM_001160173	NAT1	1	NAT1
NM_001160170	NAT1	1	NAT1
NM_001160179	NAT1	1	NAT1
		1	RP11-706O15.8
		1	AC005082.12
		-1	RP11-707P20.1
		1	AC021876.4
NM_001102612	PGPEP1L	-1	PGPEP1L
NM_001167902	PGPEP1L	-1	PGPEP1L
NM_152699	SENP5	1	SENP5
	SENP5	1	SENP5
	SENP5	1	SENP5
	SENP5	1	SENP5
	SENP5	1	SENP5
	SENP5	1	SENP5
	SENP5	1	SENP5
		1	AC079780.3
		1	RPS2P32
	TFAP2A	-1	TFAP2A
NM_001032280	TFAP2A	-1	TFAP2A
NM_003220	TFAP2A	-1	TFAP2A
NM_001042425	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
NM_001042425	TFAP2A	-1	TFAP2A
NM_001032280	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
NM_003220	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
	TFAP2A	-1	TFAP2A
NM_001032280	TFAP2A	-1	TFAP2A
NM_003220	TFAP2A	-1	TFAP2A
NM_001042425	TFAP2A	-1	TFAP2A
NM_016215	EGFL7	1	EGFL7
NM_201446	EGFL7	1	EGFL7
NM_016215	EGFL7	1	EGFL7
NM_201446	EGFL7	1	EGFL7
	EGFL7	1	EGFL7
	EGFL7	1	EGFL7
	EGFL7	1	EGFL7
NM_016215	EGFL7	1	EGFL7
NM_201446	EGFL7	1	EGFL7
	EGFL7	1	EGFL7
NM_016215	EGFL7	1	EGFL7
NM_201446	EGFL7	1	EGFL7
	RHOQ	1	RHOQ
NM_012249	RHOQ	1	RHOQ
	RHOQ	1	RHOQ
	RHOQ	1	RHOQ
	RHOQ	1	RHOQ
	RHOQ	1	RHOQ
	RHOQ	1	RHOQ
	RHOQ	1	RHOQ
NM_001684	ATP2B4	1	ATP2B4
NM_001001396	ATP2B4	1	ATP2B4
	ATP2B4	1	ATP2B4
	ATP2B4	1	ATP2B4
	ATP2B4	1	ATP2B4
	ATP2B4	1	ATP2B4
NM_001001396	ATP2B4	1	ATP2B4
	ATP2B4	1	ATP2B4
	ATP2B4	1	ATP2B4
NM_001199515	TGIF2	1	TGIF2
NM_001199514	TGIF2	1	TGIF2
NM_021809	TGIF2	1	TGIF2
NM_001199513	TGIF2	1	TGIF2
NM_021809	TGIF2	1	TGIF2
	SASH1	1	SASH1
NM_015278	SASH1	1	SASH1
	SASH1	1	SASH1
	SASH1	1	SASH1
	SASH1	1	SASH1
	SASH1	1	SASH1
NM_020061	OPN1LW	1	OPN1LW
	OPN1LW	1	OPN1LW
	OPN1LW	1	OPN1LW
NM_016156	MTMR2	-1	MTMR2
NM_201281	MTMR2	-1	MTMR2
NM_201281	MTMR2	-1	MTMR2
NM_201278	MTMR2	-1	MTMR2
NM_201281	MTMR2	-1	MTMR2
NM_201278	MTMR2	-1	MTMR2
	MTMR2	-1	MTMR2
	MTMR2	-1	MTMR2
	MTMR2	-1	MTMR2
	MTMR2	-1	MTMR2
	MTMR2	-1	MTMR2
	MTMR2	-1	MTMR2
	MTMR2	-1	MTMR2
	MTMR2	-1	MTMR2
	MTMR2	-1	MTMR2
	MTMR2	-1	MTMR2
	MTMR2	-1	MTMR2
NM_201281	MTMR2	-1	MTMR2
NM_201278	MTMR2	-1	MTMR2
	MTMR2	-1	MTMR2
NM_000503	EYA1	-1	EYA1
NM_172058	EYA1	-1	EYA1
	EYA1	-1	EYA1
NM_000503	EYA1	-1	EYA1
NM_172058	EYA1	-1	EYA1
	EYA1	-1	EYA1
	EYA1	-1	EYA1
	EYA1	-1	EYA1
	EYA1	-1	EYA1
NM_172059	EYA1	-1	EYA1
	EYA1	-1	EYA1
	EYA1	-1	EYA1
NM_172060	EYA1	-1	EYA1
	EYA1	-1	EYA1
	GNL2	-1	GNL2
NM_013285	GNL2	-1	GNL2
	GNL2	-1	GNL2
	GNL2	-1	GNL2
	GNL2	-1	GNL2
	GNL2	-1	GNL2
	GNL2	-1	GNL2
	GNL2	-1	GNL2
	GNL2	-1	GNL2
	GNL2	-1	GNL2
	GNL2	-1	GNL2
		-1	RP1-199H16.5
		-1	RP1-199H16.5
		-1	RP1-199H16.5
		-1	RP1-199H16.5
		-1	RP1-199H16.5
		-1	RP1-199H16.5
		-1	RP1-199H16.5
		-1	RP1-199H16.5
		-1	RP1-199H16.5
		-1	RP1-199H16.5
NM_001013647		-1	RP1-199H16.5
		-1	RP1-199H16.5
NM_001177599	DKFZP586M2023	-1	SUCLG2
NM_003848	DKFZP586M2023	-1	SUCLG2
	DKFZP586M2023	-1	SUCLG2
	DKFZP586M2023	-1	SUCLG2
	DKFZP586M2023	-1	SUCLG2
NM_001177599	SUCLG2	-1	SUCLG2
NM_003848	SUCLG2	-1	SUCLG2
	SUCLG2	-1	SUCLG2
	SUCLG2	-1	SUCLG2
	SUCLG2	-1	SUCLG2
NM_022839	MRPS11	1	MRPS11
NM_176805	MRPS11	1	MRPS11
NM_001130031	ZNF562	-1	ZNF562
NM_001130032	ZNF562	-1	ZNF562
NM_001130031	ZNF562	-1	ZNF562
NM_001130032	ZNF562	-1	ZNF562
NM_017656	ZNF562	-1	ZNF562
	ZNF562	-1	ZNF562
	ZNF562	-1	ZNF562
	ZNF562	-1	ZNF562
		-1	AC006026.9
		-1	AC006026.10
	NEK11	1	NEK11
	NEK11	1	NEK11
NM_001146003	NEK11	1	NEK11
NM_145910	NEK11	1	NEK11
NM_024800	NEK11	1	NEK11
	NEK11	1	NEK11
	NEK11	1	NEK11
	NEK11	1	NEK11
	NEK11	1	NEK11
	NEK11	1	NEK11
NM_024800	NEK11	1	NEK11
	NEK11	1	NEK11
	NEK11	1	NEK11
	NEK11	1	NEK11
	NEK11	1	NEK11
NM_024800	NEK11	1	NEK11
	NEK11	1	NEK11
	NEK11	1	NEK11
NM_145728	SYNM	1	SYNM
NM_015286	SYNM	1	SYNM
NM_001242497	FAM156A	-1	FAM156A
NM_001242489	FAM156A	-1	FAM156A
NM_014138	FAM156A	-1	FAM156A
NM_001242497	FAM156A	-1	FAM156A
NM_001242496	FAM156A	-1	FAM156A
NM_001242494	FAM156A	-1	FAM156A
NM_001242493	FAM156A	-1	FAM156A
NM_014138	FAM156A	-1	FAM156A
NM_001242497	FAM156A	-1	FAM156A
NM_001242490	FAM156A	-1	FAM156A
NM_001242494	FAM156A	-1	FAM156A
NM_014138	FAM156A	-1	FAM156A
NM_001242497	FAM156A	-1	FAM156A
NM_001242495	FAM156A	-1	FAM156A
NM_014138	FAM156A	-1	FAM156A
NM_001242497	FAM156A	-1	FAM156A
NM_014138	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
	FAM156A	-1	FAM156A
NM_002336	LRP6	-1	LRP6
	LRP6	-1	LRP6
	LRP6	-1	LRP6
	LRP6	-1	LRP6
	LRP6	-1	LRP6
	LRP6	-1	LRP6
	LRP6	-1	LRP6
NM_176819	CXORF36	-1	CXorf36
	CXORF36	-1	CXorf36
NM_024689	CXORF36	-1	CXorf36
	CXORF36	-1	CXorf36
NM_021146	ANGPTL7	1	ANGPTL7
	ANGPTL7	1	ANGPTL7
NM_015260	SIN3B	1	SIN3B
	SIN3B	1	SIN3B
		-1	RP11-272B17.2
NM_152582	CT45A2	1	CT45A2
NM_152582	CT45A2	1	CT45A2
NM_152582	CT45A2	1	CT45A2
	L2HGDH	-1	L2HGDH
NM_024884	L2HGDH	-1	L2HGDH
NM_024884	L2HGDH	-1	L2HGDH
	L2HGDH	-1	L2HGDH
	L2HGDH	-1	L2HGDH
	L2HGDH	-1	L2HGDH
	L2HGDH	-1	L2HGDH
	L2HGDH	-1	L2HGDH
NM_005005	DKFZP566O173	1	NDUFB9
	DKFZP566O173	1	NDUFB9
	DKFZP566O173	1	NDUFB9
	DKFZP566O173	1	NDUFB9
	DKFZP566O173	1	NDUFB9
	DKFZP566O173	1	NDUFB9
	DKFZP566O173	1	NDUFB9
NM_005005	NDUFB9	1	NDUFB9
	NDUFB9	1	NDUFB9
	NDUFB9	1	NDUFB9
	NDUFB9	1	NDUFB9
	NDUFB9	1	NDUFB9
	NDUFB9	1	NDUFB9
	NDUFB9	1	NDUFB9
NM_004731	SLC16A7	1	SLC16A7
NM_004731	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
NM_004731	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
NM_004731	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
	SLC16A7	1	SLC16A7
	EIF2B5	1	EIF2B5
NM_003907	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
	EIF2B5	1	EIF2B5
NM_033448	KRT71	-1	KRT71
NM_031934	RAB34	-1	RAB34
	RAB34	-1	RAB34
NM_001144942	RAB34	-1	RAB34
	RAB34	-1	RAB34
NM_001142624	RAB34	-1	RAB34
	RAB34	-1	RAB34
	RAB34	-1	RAB34
	RAB34	-1	RAB34
	RAB34	-1	RAB34
NM_031934	RAB34	-1	RAB34
	RAB34	-1	RAB34
	RAB34	-1	RAB34
	RAB34	-1	RAB34
	RAB34	-1	RAB34
	RAB34	-1	RAB34
	RAB34	-1	RAB34
	RAB34	-1	RAB34
	RAB34	-1	RAB34
NM_001142625	RAB34	-1	RAB34
NM_001144943	RAB34	-1	RAB34
NM_025258	C6ORF27	-1	C6orf27
	C6ORF27	-1	C6orf27
	C6ORF27	-1	C6orf27
	C6ORF27	-1	C6orf27
	C6ORF27	-1	C6orf27
	C6ORF27	-1	C6orf27
	C6ORF27	-1	C6orf27
		-1	AC009086.1
NM_017776	ZNF673	1	ZNF673
NM_001129898	ZNF673	1	ZNF673
NM_017776	ZNF673	1	ZNF673
NM_001129899	ZNF673	1	ZNF673
	ZNF673	1	ZNF673
	ZNF673	1	ZNF673
	ZNF673	1	ZNF673
NM_001129899	ZNF673	1	ZNF673
NM_001129900	ZNF673	1	ZNF673
NM_001129899	ZNF673	1	ZNF673
	ZNF673	1	ZNF673
		1	RP11-1007G5.2
NM_003123	SPN	1	SPN
NM_001030288	SPN	1	SPN
	SPN	1	SPN
NM_003123	SPN	1	SPN
NM_001030288	SPN	1	SPN
NM_003342	UBE2G1	-1	UBE2G1
	ZNF812	-1	ZNF812
NM_001199814	ZNF812	-1	ZNF812
NM_002269	KPNA5	1	KPNA5
	KPNA5	1	KPNA5
	KPNA5	1	KPNA5
NM_002269	KPNA5	1	KPNA5
		-1	RP11-744N12.3
	KRT74	-1	KRT74
NM_175053	KRT74	-1	KRT74
	KRT74	-1	KRT74
NM_018840	C20ORF24	1	C20orf24
	C20ORF24	1	C20orf24
	C20ORF24	1	C20orf24
	C20ORF24	1	C20orf24
NM_001199534	C20ORF24	1	C20orf24
NM_199483	C20ORF24	1	C20orf24
	C20ORF24	1	C20orf24
NM_001164442	FAM159B	1	FAM159B
	FAM159B	1	FAM159B
	FAM159B	1	FAM159B
	FAM159B	1	FAM159B
	FAM159B	1	FAM159B
NM_004344	CETN2	-1	CETN2
	CETN2	-1	CETN2
NM_182538	SPNS3	1	SPNS3
	SPNS3	1	SPNS3
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
NM_015575	GIGYF2	1	GIGYF2
NM_001103146	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
NM_015575	GIGYF2	1	GIGYF2
NM_001103146	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
NM_001103148	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
NM_001103147	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
NM_001103147	GIGYF2	1	GIGYF2
NM_001103146	GIGYF2	1	GIGYF2
NM_001103148	GIGYF2	1	GIGYF2
	GIGYF2	1	GIGYF2
NM_019016	KRT24	-1	KRT24
NM_003950	F2RL3	1	F2RL3
NM_015692	CPAMD8	-1	CPAMD8
NM_015692	CPAMD8	-1	CPAMD8
	CPAMD8	-1	CPAMD8
	QPRT	1	QPRT
NM_014298	QPRT	1	QPRT
	QPRT	1	QPRT
	TEX264	1	TEX264
	TEX264	1	TEX264
NM_015926	TEX264	1	TEX264
NM_001129884	TEX264	1	TEX264
	TEX264	1	TEX264
	TEX264	1	TEX264
NM_015926	TEX264	1	TEX264
NM_001129884	TEX264	1	TEX264
NM_015926	TEX264	1	TEX264
NM_001129884	TEX264	1	TEX264
NM_015926	TEX264	1	TEX264
NM_001129884	TEX264	1	TEX264
	TEX264	1	TEX264
	TEX264	1	TEX264
	TEX264	1	TEX264
	TEX264	1	TEX264
	TEX264	1	TEX264
NM_015926	TEX264	1	TEX264
NM_001129884	TEX264	1	TEX264
NM_014141	CNTNAP2	1	CNTNAP2
	CNTNAP2	1	CNTNAP2
	CNTNAP2	1	CNTNAP2
	CNTNAP2	1	CNTNAP2
		-1	MTND6P12
NM_001802	CDR2	-1	CDR2
	TTC23	-1	TTC23
NM_022905	TTC23	-1	TTC23
NM_001040657	TTC23	-1	TTC23
NM_001040660	TTC23	-1	TTC23
NM_001040656	TTC23	-1	TTC23
NM_001040659	TTC23	-1	TTC23
NM_001040655	TTC23	-1	TTC23
NM_001040658	TTC23	-1	TTC23
	TTC23	-1	TTC23
NM_022905	TTC23	-1	TTC23
NM_001040657	TTC23	-1	TTC23
NM_001040660	TTC23	-1	TTC23
NM_001040656	TTC23	-1	TTC23
NM_001040659	TTC23	-1	TTC23
NM_001040655	TTC23	-1	TTC23
NM_001040658	TTC23	-1	TTC23
	TTC23	-1	TTC23
	TTC23	-1	TTC23
	TTC23	-1	TTC23
	TTC23	-1	TTC23
	TTC23	-1	TTC23
	TTC23	-1	TTC23
NM_022905	TTC23	-1	TTC23
NM_001040657	TTC23	-1	TTC23
NM_001040660	TTC23	-1	TTC23
NM_001040656	TTC23	-1	TTC23
NM_001040659	TTC23	-1	TTC23
NM_001040655	TTC23	-1	TTC23
NM_001040658	TTC23	-1	TTC23
NM_022905	TTC23	-1	TTC23
NM_001040657	TTC23	-1	TTC23
NM_001040660	TTC23	-1	TTC23
NM_001040656	TTC23	-1	TTC23
NM_001040659	TTC23	-1	TTC23
NM_001040655	TTC23	-1	TTC23
NM_001040658	TTC23	-1	TTC23
	TTC23	-1	TTC23
NM_032935	MT4	1	MT4
	MCTS1	1	MCTS1
	MCTS1	1	MCTS1
NM_014060	MCTS1	1	MCTS1
NM_001137554	MCTS1	1	MCTS1
	MCTS1	1	MCTS1
	MCTS1	1	MCTS1
	NDUFB1	-1	NDUFB1
	NDUFB1	-1	NDUFB1
NM_004545	NDUFB1	-1	NDUFB1
	NDUFB1	-1	NDUFB1
	NDUFB1	-1	NDUFB1
	NDUFB1	-1	NDUFB1
	KRT25	-1	KRT25
NM_181534	KRT25	-1	KRT25
NM_020390	EIF5A2	-1	EIF5A2
	EIF5A2	-1	EIF5A2
	EIF5A2	-1	EIF5A2
	EIF5A2	-1	EIF5A2
	EIF5A2	-1	EIF5A2
NM_001099780	PSMB11	1	PSMB11
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
NM_001135865	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
NM_001135865	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
	NPIPL3	1	RP11-368J21.2
NM_030802	FAM117A	-1	FAM117A
	FAM117A	-1	FAM117A
	FAM117A	-1	FAM117A
	FAM117A	-1	FAM117A
	FAM117A	-1	FAM117A
	FAM117A	-1	FAM117A
	FAM117A	-1	FAM117A
	FAM117A	-1	FAM117A
	FAM117A	-1	FAM117A
	FAM117A	-1	FAM117A
	FAM117A	-1	FAM117A
	FAM117A	-1	FAM117A
NM_007347	AP4E1	1	AP4E1
	CDH24	-1	CDH24
NM_144985	CDH24	-1	CDH24
NM_022478	CDH24	-1	CDH24
NM_022478	CDH24	-1	CDH24
NM_144985	CDH24	-1	CDH24
	CDH24	-1	CDH24
	FLI1	1	FLI1
	FLI1	1	FLI1
NM_002017	FLI1	1	FLI1
	FLI1	1	FLI1
NM_001167681	FLI1	1	FLI1
	FLI1	1	FLI1
NM_002017	FLI1	1	FLI1
NM_001167681	FLI1	1	FLI1
	FLI1	1	FLI1
NM_015922	NSDHL	1	NSDHL
NM_001129765	NSDHL	1	NSDHL
	NSDHL	1	NSDHL
NM_015922	NSDHL	1	NSDHL
NM_001129765	NSDHL	1	NSDHL
NM_000015	NAT2	1	NAT2
	NAT2	1	NAT2
		-1	RP11-487E13.1
NM_181539	KRT26	-1	KRT26
		1	RP11-585K14.2
NM_018248	NEIL3	1	NEIL3
	NEIL3	1	NEIL3
NM_017773	LAX1	1	LAX1
NM_001136190	LAX1	1	LAX1
NM_001136190	LAX1	1	LAX1
NM_032349	NUDT16L1	1	NUDT16L1
	NUDT16L1	1	NUDT16L1
NM_015310	PSD3	-1	PSD3
NM_206909	PSD3	-1	PSD3
NM_206909	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
	PSD3	-1	PSD3
NM_000340	SLC2A2	-1	SLC2A2
	SLC2A2	-1	SLC2A2
	SLC2A2	-1	SLC2A2
	SLC2A2	-1	SLC2A2
	SLC2A2	-1	SLC2A2
	SLC2A2	-1	SLC2A2
NM_207381	TNFAIP8L3	-1	TNFAIP8L3
NM_001288	CLIC1	-1	CLIC1
	CLIC1	-1	CLIC1
	CLIC1	-1	CLIC1
	CLIC1	-1	CLIC1
	KRT27	-1	KRT27
NM_181537	KRT27	-1	KRT27
NM_004885	NPFFR2	1	NPFFR2
	NPFFR2	1	NPFFR2
NM_001144756	NPFFR2	1	NPFFR2
NM_053036	NPFFR2	1	NPFFR2
	NPFFR2	1	NPFFR2
	RELL2	1	RELL2
	RELL2	1	RELL2
	RELL2	1	RELL2
NM_173828	RELL2	1	RELL2
NM_001130029	RELL2	1	RELL2
	RELL2	1	RELL2
	RELL2	1	RELL2
NM_173828	RELL2	1	RELL2
NM_001130029	RELL2	1	RELL2
